gesture_id,character,velocity_magnitude,acceleration_magnitude,angular_velocity,curvature,centroid_x,centroid_y,spread_x,spread_y,progress,time_from_start,compactness,aspect_ratio
unknown_10,ء,0.059652358293533325,7.1431989669799805,0.0,0.0,0.1827644556760788,0.14229343831539154,1.8318680634234022e-17,1.8596236125692515e-17,0.14635008573532104,0.059854988008737564,0.0,0.30000001192092896
unknown_11,ء,0.11151762306690216,11.534955978393555,0.0,0.0,0.10763940215110779,0.12981544435024261,1.2767565014799872e-17,1.2490008696160766e-17,0.13823407888412476,0.05655501037836075,0.0,0.30000001192092896
unknown_12,ء,0.09429199248552322,14.243308067321777,0.0,0.0,0.15994670987129211,0.12595389783382416,2.747802012417042e-17,1.3322675997716858e-17,0.10363855212926865,0.05520501732826233,0.0,0.30000001192092896
unknown_13,ء,0.09579342603683472,14.252182960510254,0.0,0.0,0.1210230141878128,0.12185791879892349,1.3045120506258365e-17,1.3600232316355964e-17,0.11463719606399536,0.052654996514320374,0.0,0.30000001192092896
unknown_14,ء,0.07586110383272171,7.577346324920654,0.0,0.0,0.1839897781610489,0.12923555076122284,2.997602285601931e-17,1.554312241092664e-17,0.10627760738134384,0.048604998737573624,0.0,0.30000001192092896
unknown_15,ء,0.09803221374750137,45.039424896240234,0.0,0.0,0.11990372836589813,0.12776203453540802,1.0547118601590089e-17,9.159340317117011e-18,0.09841224551200867,0.058804988861083984,0.0,0.30000001192092896
unknown_16,ء,0.08136486262083054,30.770483016967773,0.0,0.0,0.16501222550868988,0.13434720039367676,2.5535130029599743e-17,1.0824674093048582e-17,0.11763505637645721,0.05085499584674835,0.0,0.30000001192092896
unknown_17,ء,0.07479653507471085,9.377364158630371,0.0,0.0,0.14090770483016968,0.13418398797512054,1.8596236125692515e-17,1.4710454282189936e-17,0.12243566662073135,0.06030498445034027,0.0,0.30000001192092896
unknown_18,ء,0.11307324469089508,13.962386131286621,0.0,0.0,0.1667776107788086,0.14421020448207855,2.1094237203180178e-17,1.776356799695581e-17,0.1433832198381424,0.059105005115270615,0.0,0.30000001192092896
unknown_19,ء,0.09850918501615524,10.827256202697754,0.0,0.0,0.14082203805446625,0.1479341983795166,1.8596236125692515e-17,1.8596236125692515e-17,0.12803517282009125,0.06000498682260513,0.0,0.30000001192092896
unknown_20,ء,0.11266541481018066,12.212348937988281,0.0,0.0,0.1386612355709076,0.14652429521083832,1.8041123488414304e-17,1.9706458091526488e-17,0.12459046393632889,0.05760500952601433,0.0,0.30000001192092896
unknown_21,ء,0.07740765810012817,8.584856986999512,0.0,0.0,0.1696697175502777,0.15328946709632874,2.2759571806292362e-17,2.1649348186097164e-17,0.10519851744174957,0.05940501391887665,0.0,0.30000001192092896
unknown_22,ء,0.09920564293861389,10.82812213897705,0.0,0.0,0.11758457869291306,0.14109627902507782,1.3877787807814457e-17,1.7486012505497318e-17,0.14855659008026123,0.04875500127673149,0.0,0.30000001192092896
unknown_23,ء,0.1605140119791031,55.508262634277344,0.0,0.0,0.1576234996318817,0.13921025395393372,2.5812685521058237e-17,1.5820677902385134e-17,0.1126750260591507,0.0549049936234951,0.0,0.30000001192092896
unknown_24,ء,0.09907800704240799,12.446097373962402,0.0,0.0,0.14095623791217804,0.14657559990882874,1.5820677902385134e-17,1.9428902600067994e-17,0.1328412890434265,0.06360498815774918,0.0,0.30000001192092896
unknown_25,ء,0.105122871696949,14.003612518310547,0.0,0.0,0.14849449694156647,0.1482383757829666,2.470246190086304e-17,2.02615707288047e-17,0.13067397475242615,0.04770500212907791,0.0,0.30000001192092896
unknown_26,ء,0.13180990517139435,17.30160140991211,0.0,0.0,0.11784719675779343,0.1394285410642624,1.2767565014799872e-17,2.1094237203180178e-17,0.1299094706773758,0.04995499923825264,0.0,0.30000001192092896
unknown_27,ء,0.09847234934568405,13.95738410949707,0.0,0.0,0.2041018158197403,0.1790759414434433,2.386979542648756e-17,2.1094237203180178e-17,0.12072350829839706,0.05309000611305237,0.0,0.30000001192092896
unknown_28,ء,0.11232249438762665,21.16244125366211,0.0,0.0,0.1476295441389084,0.14248543977737427,2.1649348186097164e-17,2.02615707288047e-17,0.13534776866436005,0.054454997181892395,0.0,0.30000001192092896
unknown_29,ء,0.07870757579803467,8.179980278015137,0.0,0.0,0.1463025063276291,0.14055564999580383,2.1649348186097164e-17,2.02615707288047e-17,0.11581826210021973,0.05550500378012657,0.0,0.30000001192092896
unknown_30,ء,0.10506612062454224,14.014334678649902,0.0,0.0,0.21170344948768616,0.12831589579582214,2.7200464632711927e-17,1.7486012505497318e-17,0.11326803267002106,0.054454997181892395,0.0,0.30000001192092896
unknown_31,ء,0.0838111937046051,17.013595581054688,0.0,0.0,0.11889935284852982,0.10686703771352768,1.5820677902385134e-17,1.4988011428009654e-17,0.10549813508987427,0.06285498291254044,0.0,0.30000001192092896
unknown_32,ء,0.0830455794930458,10.843243598937988,0.0,0.0,0.16876929998397827,0.1407937854528427,2.525757453814125e-17,1.8596236125692515e-17,0.12964698672294617,0.04605499655008316,0.0,0.30000001192092896
unknown_33,ء,0.10866673290729523,11.87251091003418,0.0,0.0,0.1297886073589325,0.1262441724538803,1.5820677902385134e-17,1.2490008696160766e-17,0.12395841628313065,0.04845500364899635,0.0,0.30000001192092896
unknown_34,ء,0.10322237014770508,12.336762428283691,0.0,0.0,0.1689300537109375,0.1338547170162201,2.7755575615628914e-17,1.1102230411687688e-17,0.1357055902481079,0.05280499532818794,0.0,0.30000001192092896
unknown_35,ء,0.08471551537513733,7.939509391784668,0.0,0.0,0.12742653489112854,0.128844752907753,1.2212453204702273e-17,1.0824674093048582e-17,0.12702006101608276,0.05040499567985535,0.0,0.30000001192092896
unknown_36,ء,0.08469858765602112,9.133711814880371,0.0,0.0,0.16797323524951935,0.14828234910964966,1.776356799695581e-17,2.6645351995433716e-17,0.12957863509655,0.0496549978852272,0.0,0.30000001192092896
unknown_37,ء,0.14292022585868835,14.585867881774902,0.0,0.0,0.1592792272567749,0.1439152956008911,2.3037127297750855e-17,2.3592239935029067e-17,0.1403632014989853,0.052504993975162506,0.0,0.30000001192092896
unknown_38,ء,0.12522754073143005,14.340649604797363,0.0,0.0,0.15679453313350677,0.14554041624069214,2.386979542648756e-17,2.2759571806292362e-17,0.14041751623153687,0.050105005502700806,0.0,0.30000001192092896
unknown_39,ء,0.12278401106595993,14.670912742614746,0.0,0.0,0.14420437812805176,0.14957045018672943,2.1649348186097164e-17,2.3592239935029067e-17,0.12310788780450821,0.06045500934123993,0.0,0.30000001192092896
unknown_40,ء,0.13548868894577026,18.004779815673828,0.0,0.0,0.15867258608341217,0.15283292531967163,2.5812685521058237e-17,1.8873791617151008e-17,0.14144466817378998,0.05040499567985535,0.0,0.30000001192092896
unknown_41,ء,0.13946568965911865,16.60892105102539,0.0,0.0,0.13436956703662872,0.16167379915714264,1.4432898790731443e-17,2.7200464632711927e-17,0.14283837378025055,0.054155007004737854,0.0,0.30000001192092896
unknown_42,ء,0.1130676344037056,12.950545310974121,0.0,0.0,0.162541463971138,0.15116602182388306,2.3037127297750855e-17,2.5535130029599743e-17,0.13903960585594177,0.05655501037836075,0.0,0.30000001192092896
unknown_43,ء,0.06255543977022171,7.545386791229248,0.0,0.0,0.16114461421966553,0.11050905287265778,2.7200464632711927e-17,1.2767565014799872e-17,0.1304122507572174,0.054155007004737854,0.0,0.30000001192092896
unknown_44,ء,0.06469137966632843,7.817577362060547,0.0,0.0,0.1291850507259369,0.10518582165241241,1.3045120506258365e-17,1.193489771324378e-17,0.12062718719244003,0.061654992401599884,0.0,0.30000001192092896
unknown_45,ء,0.042645879089832306,4.449285984039307,0.0,0.0,0.16196319460868835,0.10177408158779144,2.7200464632711927e-17,9.436895808575504e-18,0.10274069756269455,0.046205006539821625,0.0,0.30000001192092896
unknown_46,ء,0.04924498870968819,6.005281925201416,0.0,0.0,0.135277658700943,0.13337819278240204,1.3877787807814457e-17,1.193489771324378e-17,0.12221810221672058,0.05325500667095184,0.0,0.30000001192092896
unknown_47,ء,0.10540035367012024,18.415788650512695,0.0,0.0,0.15003681182861328,0.11508431285619736,1.8041123488414304e-17,1.193489771324378e-17,0.12136905640363693,0.055804990231990814,0.0,0.30000001192092896
unknown_48,ء,0.06479931622743607,7.158472061157227,0.0,0.0,0.1637069284915924,0.1103719025850296,2.7755575615628914e-17,1.1379785903146181e-17,0.1334373503923416,0.052654996514320374,0.0,0.30000001192092896
unknown_49,ء,0.06460937857627869,6.913757801055908,0.0,0.0,0.14898358285427094,0.11036134511232376,2.470246190086304e-17,1.2490008696160766e-17,0.1356206238269806,0.044405002146959305,0.0,0.30000001192092896
unknown_50,ء,0.09826778620481491,11.042743682861328,0.0,0.0,0.17189255356788635,0.13340917229652405,2.6645351995433716e-17,1.4988011428009654e-17,0.13455434143543243,0.04770500212907791,0.0,0.30000001192092896
unknown_51,ء,0.09238085895776749,10.470315933227539,0.0,0.0,0.15277591347694397,0.13202328979969025,2.02615707288047e-17,1.415534329927295e-17,0.12346570193767548,0.05055500194430351,0.0,0.30000001192092896
unknown_52,ء,0.04889874905347824,12.484853744506836,0.0,0.0,0.16292788088321686,0.1342105269432068,2.0816681711721685e-17,1.2490008696160766e-17,0.13278566300868988,0.018904998898506165,0.0,0.30000001192092896
unknown_53,ء,0.10846640914678574,27.817516326904297,0.0,0.0,0.1754683256149292,0.1327309012413025,1.8873791617151008e-17,1.2490008696160766e-17,0.13825547695159912,0.05805499106645584,0.0,0.30000001192092896
unknown_54,ء,0.1156279444694519,11.672226905822754,0.0,0.0,0.16235694289207458,0.13129448890686035,2.3314682789209348e-17,9.436895808575504e-18,0.12088751792907715,0.05085499584674835,0.0,0.30000001192092896
unknown_55,ء,0.09683612734079361,11.388541221618652,0.0,0.0,0.09687044471502304,0.10020527243614197,1.2490008696160766e-17,1.3322675997716858e-17,0.14563770592212677,0.054604992270469666,0.0,0.30000001192092896
unknown_56,ء,0.04217013344168663,4.614688873291016,0.0,0.0,0.1527014672756195,0.11210597306489944,2.3314682789209348e-17,9.992007618673103e-18,0.1227802112698555,0.05280499532818794,0.0,0.30000001192092896
unknown_57,ء,0.051359616219997406,10.16690444946289,0.0,0.0,0.12658867239952087,0.09109993278980255,1.2212453204702273e-17,1.2767565014799872e-17,0.13327208161354065,0.043954998254776,0.0,0.30000001192092896
unknown_58,ء,0.06127556785941124,7.418269157409668,0.0,0.0,0.15842415392398834,0.09434553235769272,2.3592239935029067e-17,1.415534329927295e-17,0.09702199697494507,0.0496549978852272,0.0,0.30000001192092896
unknown_59,ء,0.077708899974823,8.4734468460083,0.0,0.0,0.15207429230213165,0.10018382221460342,2.3592239935029067e-17,1.2767565014799872e-17,0.13860347867012024,0.05145500227808952,0.0,0.30000001192092896
unknown_60,ء,0.08271526545286179,11.241410255432129,0.0,0.0,0.17510442435741425,0.12997472286224365,3.164135580477027e-17,1.1102230411687688e-17,0.13421162962913513,0.0496549978852272,0.0,0.30000001192092896
unknown_61,ء,0.06295648217201233,6.582303524017334,0.0,0.0,0.1164802834391594,0.11961173266172409,1.1379785903146181e-17,1.0824674093048582e-17,0.129743754863739,0.0520550012588501,0.0,0.30000001192092896
unknown_62,ء,0.06736357510089874,8.48685073852539,0.0,0.0,0.1688995510339737,0.13084706664085388,3.275157777060424e-17,1.193489771324378e-17,0.15605272352695465,0.051305003464221954,0.0,0.30000001192092896
unknown_63,ء,0.11133842170238495,31.028095245361328,0.0,0.0,0.1633552759885788,0.12038841098546982,2.4424906409404546e-17,1.1379785903146181e-17,0.12762980163097382,0.05790500342845917,0.0,0.30000001192092896
unknown_64,ء,0.09705361723899841,11.305049896240234,0.0,0.0,0.16559255123138428,0.1298627108335495,2.6645351995433716e-17,1.5265566919468147e-17,0.11600842326879501,0.052504993975162506,0.0,0.30000001192092896
unknown_65,ء,0.07276012748479843,8.847846984863281,0.0,0.0,0.14588598906993866,0.12204072624444962,2.3314682789209348e-17,1.0824674093048582e-17,0.15886101126670837,0.04380499944090843,0.0,0.30000001192092896
unknown_66,ء,0.10232066363096237,10.886404991149902,0.0,0.0,0.16371509432792664,0.13391949236392975,2.470246190086304e-17,1.5265566919468147e-17,0.11893538385629654,0.052504993975162506,0.0,0.30000001192092896
unknown_67,ء,0.07925351709127426,8.509251594543457,0.0,0.0,0.144357830286026,0.12972226738929749,1.776356799695581e-17,1.2490008696160766e-17,0.11512542515993118,0.052354998886585236,0.0,0.30000001192092896
unknown_68,ء,0.09139138460159302,15.425154685974121,0.0,0.0,0.16138041019439697,0.111500084400177,2.609024101251673e-17,1.2212453204702273e-17,0.13051044940948486,0.04755500331521034,0.0,0.30000001192092896
unknown_69,ء,0.062689408659935,10.740852355957031,0.0,0.0,0.1456628441810608,0.12080217152833939,2.2759571806292362e-17,1.2212453204702273e-17,0.10772165656089783,0.04485499858856201,0.0,0.30000001192092896
unknown_70,ء,0.07560686767101288,21.22174644470215,0.0,0.0,0.17665190994739532,0.12928998470306396,2.2204460823375376e-17,9.714451300033997e-18,0.1481887847185135,0.04365500062704086,0.0,0.30000001192092896
unknown_71,ء,0.09928187727928162,11.791717529296875,0.0,0.0,0.14628618955612183,0.12253700196743011,1.6653346031121838e-17,9.436895808575504e-18,0.11777789890766144,0.05220500007271767,0.0,0.30000001192092896
unknown_72,ء,0.07351486384868622,9.317007064819336,0.0,0.0,0.1679232269525528,0.11672466993331909,2.0539126220263192e-17,1.3877787807814457e-17,0.1529901623725891,0.050105005502700806,0.0,0.30000001192092896
unknown_73,ء,0.06462796777486801,6.756725311279297,0.0,0.0,0.15834486484527588,0.11443695425987244,2.4980017392321532e-17,9.159340317117011e-18,0.13112086057662964,0.04845500364899635,0.0,0.30000001192092896
unknown_74,ء,0.10385662317276001,13.918789863586426,0.0,0.0,0.16174651682376862,0.11901155114173889,2.4980017392321532e-17,1.1102230411687688e-17,0.13965721428394318,0.054604992270469666,0.0,0.30000001192092896
unknown_75,ء,0.08607769012451172,9.313270568847656,0.0,0.0,0.16112631559371948,0.12290392071008682,2.8033131107087407e-17,1.3877787807814457e-17,0.13080503046512604,0.05715499445796013,0.0,0.30000001192092896
unknown_76,ء,0.07861262559890747,8.606184959411621,0.0,0.0,0.15312199294567108,0.12417380511760712,2.7755575615628914e-17,1.0547118601590089e-17,0.13645586371421814,0.05550500378012657,0.0,0.30000001192092896
unknown_77,ء,0.06708421558141708,7.349376201629639,0.0,0.0,0.1521400809288025,0.12881679832935333,2.525757453814125e-17,1.2767565014799872e-17,0.12060219049453735,0.050255004316568375,0.0,0.30000001192092896
unknown_78,ء,0.07461335510015488,8.199363708496094,0.0,0.0,0.1635543406009674,0.12713904678821564,2.83106865985459e-17,9.714451300033997e-18,0.14898043870925903,0.058955006301403046,0.0,0.30000001192092896
unknown_79,ء,0.09391438215970993,9.89197063446045,0.0,0.0,0.16135945916175842,0.13147298991680145,1.8873791617151008e-17,1.3877787807814457e-17,0.10770899802446365,0.0549049936234951,0.0,0.30000001192092896
unknown_80,ء,0.06832320988178253,7.161628246307373,0.0,0.0,0.15561725199222565,0.1295381635427475,2.2759571806292362e-17,1.0547118601590089e-17,0.14872227609157562,0.0577550083398819,0.0,0.30000001192092896
unknown_81,ء,0.08127322047948837,17.26732635498047,0.0,0.0,0.15552733838558197,0.1313685178756714,2.2759571806292362e-17,1.415534329927295e-17,0.16119255125522614,0.05325500667095184,0.0,0.30000001192092896
unknown_82,ء,0.08509353548288345,9.166764259338379,0.0,0.0,0.15045103430747986,0.12809619307518005,2.5535130029599743e-17,1.4432898790731443e-17,0.13598906993865967,0.047255005687475204,0.0,0.30000001192092896
unknown_83,ء,0.09797051548957825,10.663200378417969,0.0,0.0,0.1556192934513092,0.12856966257095337,1.8873791617151008e-17,1.1379785903146181e-17,0.12927858531475067,0.05760500952601433,0.0,0.30000001192092896
unknown_84,ء,0.08166507631540298,8.666022300720215,0.0,0.0,0.15118204057216644,0.12466147541999817,2.6367796503975223e-17,1.0269563110131596e-17,0.1146593764424324,0.059255003929138184,0.0,0.30000001192092896
unknown_85,ء,0.07467279583215714,8.186501502990723,0.0,0.0,0.1519627720117569,0.12839850783348083,2.02615707288047e-17,1.415534329927295e-17,0.12471583485603333,0.052504993975162506,0.0,0.30000001192092896
unknown_86,ء,0.08157587051391602,9.01972484588623,0.0,0.0,0.15550385415554047,0.1282763034105301,2.3314682789209348e-17,9.436895808575504e-18,0.13747209310531616,0.04980500042438507,0.0,0.30000001192092896
unknown_87,ء,0.09643268585205078,9.979403495788574,0.0,0.0,0.16984699666500092,0.13274388015270233,2.386979542648756e-17,1.1379785903146181e-17,0.11820001900196075,0.05670499429106712,0.0,0.30000001192092896
unknown_88,ء,0.08178571611642838,10.5079345703125,0.0,0.0,0.14267703890800476,0.12589527666568756,1.8873791617151008e-17,1.3322675997716858e-17,0.13767974078655243,0.05190499871969223,0.0,0.30000001192092896
unknown_89,ء,0.06934169679880142,6.698486804962158,0.0,0.0,0.1600002497434616,0.1289985626935959,2.470246190086304e-17,1.1102230411687688e-17,0.12725026905536652,0.05625500530004501,0.0,0.30000001192092896
unknown_90,ء,0.08609867095947266,9.959407806396484,0.0,0.0,0.16388250887393951,0.12541738152503967,2.4424906409404546e-17,1.0824674093048582e-17,0.11000075936317444,0.05790500342845917,0.0,0.30000001192092896
unknown_91,ء,0.062258753925561905,6.1237592697143555,0.0,0.0,0.17061200737953186,0.13300444185733795,2.7200464632711927e-17,1.4988011428009654e-17,0.15578590333461761,0.0549049936234951,0.0,0.30000001192092896
unknown_92,ء,0.08790301531553268,8.76071834564209,0.0,0.0,0.18384188413619995,0.13450853526592255,3.386180304516066e-17,1.193489771324378e-17,0.1202615350484848,0.05670499429106712,0.0,0.30000001192092896
unknown_93,ء,0.08734388649463654,15.65356159210205,0.0,0.0,0.1637667417526245,0.12837161123752594,2.5535130029599743e-17,1.3322675997716858e-17,0.1389087736606598,0.049504999071359634,0.0,0.30000001192092896
unknown_94,ء,0.09086193889379501,13.256370544433594,0.0,0.0,0.15081609785556793,0.13245093822479248,1.8318680634234022e-17,1.415534329927295e-17,0.13844594359397888,0.05220500007271767,0.0,0.30000001192092896
unknown_95,ء,0.04687189683318138,4.912994384765625,0.0,0.0,0.16079656779766083,0.13484680652618408,2.942090856437987e-17,1.2490008696160766e-17,0.133597269654274,0.06225500628352165,0.0,0.30000001192092896
unknown_96,ء,0.07386329025030136,8.348392486572266,0.0,0.0,0.1609467715024948,0.13519294559955597,2.0539126220263192e-17,1.3322675997716858e-17,0.14393916726112366,0.04665500298142433,0.0,0.30000001192092896
unknown_97,ء,0.0795016810297966,9.25383186340332,0.0,0.0,0.1533992737531662,0.1285521686077118,2.248201631483387e-17,1.3600232316355964e-17,0.12172900140285492,0.05745499208569527,0.0,0.30000001192092896
unknown_98,ء,0.07838207483291626,14.735684394836426,0.0,0.0,0.1636529117822647,0.13788776099681854,2.137179269463867e-17,1.3877787807814457e-17,0.10713329166173935,0.061940018087625504,0.0,0.30000001192092896
unknown_99,ء,0.05510902404785156,6.700226306915283,0.0,0.0,0.1562698632478714,0.13771440088748932,2.6645351995433716e-17,1.193489771324378e-17,0.10590685904026031,0.0549049936234951,0.0,0.30000001192092896
unknown_100,ء,0.04086272791028023,4.321516513824463,0.0,0.0,0.23652806878089905,0.1729750633239746,2.609024101251673e-17,2.4424906409404546e-17,0.13898347318172455,0.04530499875545502,0.0,0.30000001192092896
unknown_101,ء,0.05466233566403389,6.596734523773193,0.0,0.0,0.15137791633605957,0.17345388233661652,2.4147350917946053e-17,2.4424906409404546e-17,0.11071647703647614,0.05565498769283295,0.0,0.30000001192092896
unknown_102,ء,0.05440531671047211,6.073910713195801,0.0,0.0,0.15015725791454315,0.1855584681034088,2.609024101251673e-17,2.7755575615628914e-17,0.11370392888784409,0.04980500042438507,0.0,0.30000001192092896
unknown_103,ء,0.057387471199035645,6.526025772094727,0.0,0.0,0.1360911875963211,0.16555286943912506,1.554312241092664e-17,2.7200464632711927e-17,0.1415620744228363,0.05325500667095184,0.0,0.30000001192092896
unknown_104,ء,0.06335100531578064,7.390718460083008,0.0,0.0,0.1528545469045639,0.16104398667812347,2.137179269463867e-17,1.9428902600067994e-17,0.13053978979587555,0.0606050007045269,0.0,0.30000001192092896
unknown_105,ء,0.08701997995376587,12.624650001525879,0.0,0.0,0.13537606596946716,0.1584712266921997,1.776356799695581e-17,2.7200464632711927e-17,0.10965671390295029,0.05280499532818794,0.0,0.30000001192092896
unknown_106,ء,0.07566914707422256,9.590765953063965,0.0,0.0,0.16326245665550232,0.1534726321697235,2.6367796503975223e-17,2.5812685521058237e-17,0.10894597321748734,0.055804990231990814,0.0,0.30000001192092896
unknown_107,ء,0.08273837715387344,9.628350257873535,0.0,0.0,0.1654997020959854,0.15420180559158325,2.7200464632711927e-17,2.3314682789209348e-17,0.1290070116519928,0.0630050003528595,0.0,0.30000001192092896
unknown_108,ء,0.07571874558925629,9.13754653930664,0.0,0.0,0.15689988434314728,0.15139731764793396,2.6922909141253434e-17,2.3592239935029067e-17,0.12744523584842682,0.06570500135421753,0.0,0.30000001192092896
unknown_109,ء,0.0728704109787941,9.508511543273926,0.0,0.0,0.17404372990131378,0.11771631240844727,2.5535130029599743e-17,1.415534329927295e-17,0.11899290233850479,0.05745499208569527,0.0,0.30000001192092896
unknown_110,ء,0.10265141725540161,13.04284381866455,0.0,0.0,0.16933786869049072,0.10297129303216934,2.2759571806292362e-17,1.3600232316355964e-17,0.09960324317216873,0.05220500007271767,0.0,0.30000001192092896
unknown_111,ء,0.07650288939476013,8.599245071411133,0.0,0.0,0.16578927636146545,0.11600381135940552,2.6645351995433716e-17,1.0269563110131596e-17,0.1221899688243866,0.055804990231990814,0.0,0.30000001192092896
unknown_112,ء,0.04509555175900459,5.5733466148376465,0.0,0.0,0.17501571774482727,0.11063337326049805,1.8873791617151008e-17,1.3877787807814457e-17,0.13973428308963776,0.057304996997117996,0.0,0.30000001192092896
unknown_113,ء,0.10727272927761078,12.19114875793457,0.0,0.0,0.1562453806400299,0.11804120242595673,2.248201631483387e-17,1.2212453204702273e-17,0.12056979537010193,0.06270501017570496,0.0,0.30000001192092896
unknown_114,ء,0.046173252165317535,5.533534049987793,0.0,0.0,0.16992194950580597,0.1232810914516449,2.2759571806292362e-17,1.5265566919468147e-17,0.12216515839099884,0.05280499532818794,0.0,0.30000001192092896
unknown_115,ء,0.055043406784534454,10.365413665771484,0.0,0.0,0.16790872812271118,0.11002060770988464,2.609024101251673e-17,1.2490008696160766e-17,0.1252198964357376,0.05280499532818794,0.0,0.30000001192092896
unknown_116,ء,0.07829086482524872,12.0570707321167,0.0,0.0,0.17900775372982025,0.12349063158035278,2.1649348186097164e-17,9.436895808575504e-18,0.13704484701156616,0.054454997181892395,0.0,0.30000001192092896
unknown_117,ء,0.06745800375938416,8.603837013244629,0.0,0.0,0.14481286704540253,0.12148861587047577,2.1926905331916883e-17,1.193489771324378e-17,0.11447899043560028,0.055055007338523865,0.0,0.30000001192092896
unknown_118,ء,0.05698694288730621,5.774263858795166,0.0,0.0,0.1782265454530716,0.1235111728310585,1.9428902600067994e-17,1.1102230411687688e-17,0.10765749216079712,0.057304996997117996,0.0,0.30000001192092896
unknown_119,ء,0.03261704742908478,3.9908316135406494,0.0,0.0,0.14659778773784637,0.12591464817523956,2.6367796503975223e-17,8.326673015560919e-18,0.1425909847021103,0.04830499738454819,0.0,0.30000001192092896
unknown_120,ء,0.07299493998289108,29.864572525024414,0.0,0.0,0.18184953927993774,0.13088643550872803,2.7755575615628914e-17,1.0269563110131596e-17,0.09628202766180038,0.0496549978852272,0.0,0.30000001192092896
unknown_121,ء,0.05440357327461243,5.382336616516113,0.0,0.0,0.1826159805059433,0.12887975573539734,2.609024101251673e-17,6.661337998858429e-18,0.141476109623909,0.05310500040650368,0.0,0.30000001192092896
unknown_122,ء,0.04643484577536583,6.1161041259765625,0.0,0.0,0.17260442674160004,0.13426893949508667,2.7200464632711927e-17,1.3600232316355964e-17,0.12103204429149628,0.05655501037836075,0.0,0.30000001192092896
unknown_123,ء,0.05689687281847,6.0519561767578125,0.0,0.0,0.17002274096012115,0.13249242305755615,2.1094237203180178e-17,1.193489771324378e-17,0.09706875681877136,0.06645499914884567,0.0,0.30000001192092896
unknown_124,ء,0.08242979645729065,9.231459617614746,0.0,0.0,0.15364637970924377,0.1256376951932907,2.525757453814125e-17,1.0269563110131596e-17,0.12003538012504578,0.05115500092506409,0.0,0.30000001192092896
unknown_125,ء,0.0634264275431633,7.8683295249938965,0.0,0.0,0.178630068898201,0.13614358007907867,2.7200464632711927e-17,1.0824674093048582e-17,0.10782405734062195,0.052504993975162506,0.0,0.30000001192092896
unknown_126,ء,0.01993371546268463,2.110517978668213,0.0,0.0,0.1776813119649887,0.13699181377887726,2.7755575615628914e-17,1.3600232316355964e-17,0.1372104287147522,0.04305500164628029,0.0,0.30000001192092896
unknown_127,ء,0.04251150041818619,3.6593549251556396,0.0,0.0,0.15760532021522522,0.12457608431577682,2.914335307292138e-17,8.881783998477905e-18,0.09834244102239609,0.04845500364899635,0.0,0.30000001192092896
unknown_128,ء,0.03351447731256485,8.622725486755371,0.0,0.0,0.18349996209144592,0.13395649194717407,2.6645351995433716e-17,1.0269563110131596e-17,0.13134676218032837,0.04845500364899635,0.0,0.30000001192092896
unknown_129,ء,0.07740168273448944,16.707578659057617,0.0,0.0,0.1727144420146942,0.1307220458984375,2.5535130029599743e-17,1.3045120506258365e-17,0.1281408667564392,0.04545500874519348,0.0,0.30000001192092896
